id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
5659,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Tantra Men's Instant Blue T-shirt
29384,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Formal,Genesis Men Striped Maroon Shirt
19723,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Shirt
31149,Boys,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Printed Red T-shirt
50942,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Jeans
28858,Men,Apparel,Topwear,Shirts,Cream,Fall,2013.0,Casual,Proline Men Cream T-shirt
13219,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Shirts
39324,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Shorts
20209,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,Wrangler Women Cowl Purple Sweatshirt
22798,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Manchester United Men White Shorts
12931,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Classic Polo Men Insignia Blue Tshirts
26936,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Jealous 21 Women Printed White Top
3768,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Status Quo Men's Red Polo T-shirt
9252,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Mark Taylor Men Brown Striped Shirt
10468,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Polo Tshirts
1803,Unisex,Apparel,Topwear,Shirts,Black,Fall,2010.0,Sports,Tribord Unisex Black T-shirt
54972,Women,Apparel,Dress,Dresses,Green,Fall,2012.0,Casual,Femella Women Green & Black Dress
9636,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Purple  Striped Shirt
10830,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Wrangler Men White Polo Tshirts
53159,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Mark Taylor Men White Striped Shirt
3902,Girls,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Disney Kids Girl's Minnie And Daisy Pink Kidswear
30639,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012.0,Sports,Nike Women Tempo Purple Shorts
12569,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Tantra Men Printed White Tshirts
19181,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Red Check Shirt
11311,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Texas Jeans
14663,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Blue Slim Fit Checked Shirt
25918,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Femella Women Blue T-shirt
21584,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Locomotive Men Washed Blue Jeans
52076,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Myntra Men Grey T-shirt
7563,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Sports,Nike Men's As Spher Navy Blue T-shirt
50721,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Girls Pink Printed Dress
16908,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Status Quo Men Solid Black Sweatshirt
12594,Unisex,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Tantra Unisex Printed Blue Tshirts
2011,Men,Apparel,Topwear,Shirts,Blue,Fall,2010.0,Casual,ADIDAS Men Classic Blue Striped T-shirt
7751,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Young Lords Black T-shirt
6683,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,UCB Men's Shiny Print Patch Black T-shirt
8719,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Stripes Shirt Purple Shirts
41653,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Blue Striped Shirt
39749,Boys,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Gini Jony Boys Beige Shorts
20664,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Classic Polo Men Striped Grey Tshirt
15583,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Proline Men Solid Blue Polo Tshirt
34432,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Women Rider Blue T-shirt
28851,Men,Apparel,Topwear,Shirts,Charcoal,Summer,2013.0,Casual,Proline Charcoal Grey Polo T-shirt
27025,Women,Apparel,Bottomwear,Jeans,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Jeans
10495,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Women HS Blue Shirt
14035,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Flying Machine Men Check Maroon Shirts
20200,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Wrangler Men Falcon Grey T-shirt
25540,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Pontius Striped Blue Shirt
11775,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Lee Men Printed White Tshirts
41005,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Skirts
57160,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Elle Women Printed White T-shirt
4782,Women,Apparel,Topwear,Shirts,Black,Summer,2011.0,Sports,ADIDAS Women's V Neck With Crystal Black T-shirt
20032,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Striped White Shirt
34600,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Tonga Women Pink Dress
16550,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Shirt
27217,Men,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Doodle Kids Boy  Beige Shorts
6213,Women,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,UCB Women's Boat Print White Top
26103,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,John Miller Men Striped Black Shirt
3761,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Status Quo Men's Harbour Island White T-shirt
8389,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Sports,ADIDAS Men  Red Polo Tshirts
10461,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Flying Machine Men White Polo Tshirts
15113,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Arrow Men Solid Black Trousers
5496,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Mr.Men Men's Cool Guy Lemon T-shirt
11781,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Lee Men Printed Navy Blue Tshirts
59832,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Men Pink Shirt
32503,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White Shirt
4776,Women,Apparel,Topwear,Shirts,White,Summer,2011.0,Sports,ADIDAS Women's  Geo White Yellow T-shirt
38805,Men,Apparel,Topwear,Shirts,Charcoal,Summer,2012.0,Casual,Mickey Men Printed Charcoal T-shirt
44583,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Scraped Jeans
6021,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Dark Blue T-shirt
23643,Men,Apparel,Topwear,Shirts,Grey,Spring,2013.0,Casual,Music Men Grey Printed T-shirt
2481,Men,Apparel,Topwear,Shirts,Black,Fall,2010.0,Casual,Puma Men's Foundation limea Black Polo T-shirt
9069,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Solid Blue Shirts
31386,Men,Apparel,Topwear,Shirts,Khaki,Summer,2012.0,Casual,Locomotive Men Khaki T-shirt
41495,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Locomotive Men Purple T-shirt
14697,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Basics Men Beige Trousers
4312,Unisex,Apparel,Topwear,Shirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Yantra Om Orange Kidswear
52082,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Myntra Men Green T-shirt
51607,Women,Apparel,Bottomwear,Trousers,Black,Fall,2012.0,Casual,Kraus Jeans Women Black Trousers
12560,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Tantra Men Printed Blue Tshirts
30630,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Nike Men FCB Core Blue T-shirt
51435,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Myntra Women Pink Top
12752,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Ep Jeans Blue Jeans
10005,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Sports,Nike Men As Ss Trainin Blue T-Shirts
33287,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Arrow Sport Men Striped Red Polo T-shirt
10839,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men N0. 3 Applique Polo Navy Blue T-Shirts
37627,Girls,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Madagascar3 Girls Purple Printed T-Shirt
15577,Boys,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Chhota Bheem Kids Boys Warrior Bheem TShirt
27228,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Kids Girl Printed Pink Dress
48385,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,French Connection Men Navy Blue Jeans
3598,Unisex,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Sports,Puma Deccan Chargers Kids Navy Blue Replica Jersey
7904,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Proline Men Grey & Maroon Striped Polo T-shirt
55608,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Peter England Men Red Check Shirt
2678,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Inkfruit Men's R.I.P. Black T-shirt
46811,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Nike Men Black T-shirt
19715,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue Check Shirt
39776,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Peter England Men Red & Navy Blue Casual Shirt
58741,Men,Apparel,Topwear,Shirts,Purple,Fall,2012.0,Casual,Puma Men Purple T-shirt
16339,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Peter England Men Stripes Maroon Shirt
12799,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Sports,Nike Men Blue Manchester United Jersey
35987,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Flying Machine Women Cotton Blue T-shirt
49633,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Mineral Coral Dress
31729,Men,Apparel,Topwear,Blazers,Blue,Summer,2012.0,Formal,Reid & Taylor Men Blue Blazer
43309,Women,Apparel,Bottomwear,Shorts,White,Fall,2012.0,Casual,United Colors of Benetton Women's White Washed Shorts
38496,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and Jony Boys United White T-shirt
44910,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Puma Men Blue Fine Striped T-shirt
58573,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Puma Women Black T-shirt
25927,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Femella Women White T-shirt
52049,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Myntra Men White T-shirt
39782,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Peter England Men Striped White Formal Shirt
10806,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Stampede Printed Stripe Green Shirts
54944,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Do u speak green Men Navy Blue T-shirt
9600,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Scul Navy Blue Shirts
3934,Women,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Jealous 21 Women's Print Pink T-shirt
18859,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Puma Men Generation Black Polo Tshirt
3108,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Probase Men's Cancel My Subscription Black T-shirt
17811,Men,Apparel,Topwear,Shirts,Multi,Fall,2011.0,Casual,Chhota Bheem Kids Boy Krishna Balram Multi Tshirt
32964,Men,Apparel,Topwear,Shirts,Charcoal,Summer,2012.0,Casual,Angry Birds Men Printed Charcoal Grey T-shirt
12907,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Spykar Men Stripe Purple T-Shirts
48371,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,French Connection Men Black Check Shirt
8184,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Locomotive Men Check Laertes Red Shirts
56845,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,John Players Men Blue Regular Fit Jeans
4749,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,ADIDAS Men's Polo Red Polo T-shirt
57997,Women,Apparel,Dress,Dresses,Blue,Fall,2012.0,Casual,Latin Quarters Women Blue Dress
15910,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Black Coffee Men Stripes Grey Slim Fit Shirt
29174,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,United Colors of Benetton Men Brown Trousers
9264,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men White Check Shirt
18633,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Puma Men GP Budg Logo Speed Navy Blue Tshirts
12309,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Genesis Men Stripes Purple Shirts
51432,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Myntra Women White Check Shirt
12755,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Spykar Men Navy Striped Polo T-Shirt
9638,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Striped  Black Shirt
33280,Unisex,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Kids Unisex Blue Jeans
10002,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Palm Tree Kids Sp Jema Skt Blue Skirts
37620,Boys,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Madagascar3 Boys Green Printed T-Shirt
15570,Boys,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Chhota Bheem Kids Boys Flying High TShirt
14690,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Basics Men Grey Trousers
52085,Women,Apparel,Topwear,Shirts,Orange,Summer,2012.0,Casual,Myntra Women Orange T-shirt
4315,Unisex,Apparel,Topwear,Shirts,Brown,Summer,2011.0,Casual,Tantra Kid's Unisex Harappa Choco Brown Kidswear
7590,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Sports,Nike Men's As Read Black T-shirt
51600,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Wrangler Women Blue Molly Jeans
18861,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Puma Men Grafitti Red Polo Tshirt
12567,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Tantra Men Black Printed T-shirt
42217,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Party,Sepia Women Black Dress
3130,Men,Apparel,Topwear,Shirts,Brown,Summer,2011.0,Casual,Inkfruit Men's Its My Life Light Brown T-shirt
30637,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Sports,Nike Women Printed Tempo Red Shorts
32504,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Scullers Men Purple Shirt
10654,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Doodle Girl Denim skirt with belt Blue Skirts
40124,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Wild West Blue T-shirt
15326,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Sports,Nike Men Printed Grey Tshirts
4771,Women,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Sports,ADIDAS Women's Purple Polo T-shirt
44584,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Brushed Jeans
9852,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Formal,Indian Terrain Men Jason Beige Trousers
23644,Men,Apparel,Topwear,Shirts,Off White,Spring,2013.0,Casual,Music Men Off White Printed T-shirt
6026,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,UCB Men's Polo Neck With Big Ben Logo Black T-shirt
22796,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Manchester United Men Green Tshirt
6214,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Lee Men's Striper Green Navy T-shirt
16791,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt
26938,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Jealous 21 Women Black Printed T-shirt
43593,Girls,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Gini and Jony Girls Polo Striped Pink T-shirt
3766,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Status Quo Men's Unplugged Red T-shirt
12331,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Ep Jeans Blue Jeans
10466,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Flying Machine Men Grey Polo Tshirts
15114,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Arrow Men TR Finish Charcoal Trousers
5491,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Mr.Men Men's Strong Light Purple T-shirt
41002,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Blue Skirt
11772,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Lee Men Black Printed T-shirt
57167,Women,Apparel,Topwear,Shirts,Teal,Summer,2012.0,Casual,Elle Women Teal T-shirt
4785,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2011.0,Sports,ADIDAS Men's Ess 3s Chelse Grey Black Short
16557,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Printed Sweatshirt
27210,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Doodle Kids Boy Check Green Shirt
8148,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue Checked Haddon Slim Fit Shirt
34435,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Myntra Women Young White T-shirt
13217,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Shirts
27022,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans
28856,Men,Apparel,Topwear,Shirts,Mustard,Summer,2013.0,Casual,Proline Men Mustard T-shirt
31147,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Check Blue Shirt
3792,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Basics Men Navy & White Striped Polo T-shirt
10492,Women,Apparel,Topwear,Shirts,Orange,Fall,2011.0,Casual,Flying Machine Women HS Orange Shirt
20207,Women,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,Wrangler Women Ann Green Sweatshirt
14032,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Sports,Nike Men Printed Black Tshirts
7756,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Indigo Black Grey Silver T-shirt
6684,Women,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,UCB Women's Pleat At Back Yellow T-shirt
34051,Boys,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Palm Tree Boys Maroon Shirt
22908,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men White Printed T-shirt
27446,Women,Apparel,Topwear,Shirts,Green,Winter,2015.0,Casual,Jockey Women Green T-shirt
41654,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Mark Taylor Men Purple Striped Shirt
44928,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Jack & Jones Men Red Check Shirt
11316,Women,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,United Colors of Benetton Women Beige Trouser
5233,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Classic Polo Men's Cari Yellow Polo T-shirt
14664,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Basics Men Red Slim Fit Checked Shirt
52071,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue T-shirt
21583,Men,Apparel,Bottomwear,Jeans,Black,Summer,2011.0,Casual,Locomotive Men Washed Black Jeans
7564,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Sports,Nike Men's Teal Blue Polo T-shirt
18895,Women,Apparel,Dress,Dresses,Grey,Fall,2011.0,Casual,Arrow Woman Lida Grey Dress
12593,Unisex,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Tantra Unisex Printed Blue Tshirts
43331,Women,Apparel,Topwear,Dresses,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Pink Sheath Dress
13441,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White Tshirts
10459,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Flying Machine Men Fuschia Pink Tshirts
29173,Girls,Apparel,Bottomwear,Skirts,Green,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Printed Green Skirt
18634,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Puma Men GP Budg Logo Red Tshirts
9263,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Scul Purple Shirts
3759,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Status Quo Men's Harbour Island Purple T-shirt
48376,Men,Apparel,Bottomwear,Trousers,Blue,Summer,2012.0,Casual,French Connection Men Bluish Grey Trousers
26309,Men,Apparel,Topwear,Shirts,Coffee Brown,Fall,2013.0,Casual,Proline Men Pack of 3 T-Shirts
8183,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Check Lae Blue Shirts
57990,Women,Apparel,Dress,Dresses,Pink,Fall,2012.0,Casual,Latin Quarters Women Pink Dress
40927,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans
3933,Women,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Jealous 21 Womens Blue Rose & Butterfly T-shirt
59452,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Formal,Arrow New York Men Blue Check Slim Fit Shirt
32963,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Angry Birds Men Printed Blue T-shirt
39785,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Peter England Men Navy Blue Shirt
10801,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men August Stripe Look Checks Blue Shirts
54943,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Do u speak green Men Green T-shirt
9607,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Stripes Purple Shirts
19978,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Black Printed T-shirt
22339,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,John Players Men Printed Grey T-Shirt
6489,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,ADIDAS Men's 365 Polo Yellow T-shirt
26799,Men,Apparel,Topwear,Shirts,Beige,Summer,2013.0,Formal,Arrow Men Beige Shirt
49634,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Mineral Blue Dress
2029,Men,Apparel,Topwear,Shirts,Blue,Fall,2010.0,Sports,ADIDAS Mens Stripped Polo T-shirt
33079,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Printed Green T-Shirt
38491,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and Jony Boys Core White T-shirt
11329,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Trousers
58574,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Puma Women Black T-shirt
25920,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Femella Women Green T-shirt
5802,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,ADIDAS Men's Prt Blue T-shirt
39771,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Peter England Men Multi Coloured Casual Shirt
36739,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Spykar Women Cult White T-shirt
8721,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Stripes Shirt Purple Shirts
39315,Boys,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Printed Yellow T-shirt
24698,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men White Check Shirt
20238,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Women Dreams Blue Tshirt
13228,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Navy Blue Trousers
19712,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Check Purple Shirt
48382,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans
30298,Men,Apparel,Topwear,Shirts,Off White,Summer,2012.0,Casual,Myntra Men Gamer 2 Off White T-shirt
7903,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Proline Men Navy Printed Round Neck T-shirt
57158,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Elle Women Pink T-shirt
5668,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Tantra Men's Gizmo Violet T-shirt
56816,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,John Players Men Blue Shirt
